genre,score,writer,star,budget,gross,company,runtime
Comedy,5.0,Zach Cregger,Zach Cregger,6000000,4591629,Fox Atomic,90
Action,5.8,Paul Weitz,Chris Massoglia,40000000,39291383,Universal Pictures,109
Adventure,5.4,Mark Burton,Ashley Tisdale,45000000,57881056,Twentieth Century Fox,86
Action,3.7,Justin Marks,Kristin Kreuk,18000000,12764201,Hyde Park Entertainment,96
Drama,7.2,Pedro Almodóvar,Penélope Cruz,18000000,37472736,Universal Pictures International (UPI),127
Biography,7.5,Peter Morgan,Colm Meaney,10000000,4091378,Columbia Pictures,98
Adventure,6.2,Jared Hess,Michael Angarano,10000000,118492,Bronco Productions,90
Comedy,6.2,Christopher Hampton,Michelle Pfeiffer,23000000,9368242,Bill Kenwright Films,86
Drama,5.8,Tatiana von Fürstenberg,Rooney Mara,3000000,5073,Two Prong Lesson,96
Horror,6.5,Jaume Balagueró,Jonathan D. Mellor,5600000,18853164,Filmax,85
Action,8.8,Christopher Nolan,Leonardo DiCaprio,160000000,836836967,Warner Bros.,148
Action,7.0,Justin Theroux,Robert Downey Jr.,200000000,623933331,Paramount Pictures,124
Mystery,8.2,Laeta Kalogridis,Leonardo DiCaprio,80000000,294805697,Paramount Pictures,138
Action,7.5,Michael Bacall,Michael Cera,60000000,48917974,Universal Pictures,112
Comedy,5.9,Adam Sandler,Adam Sandler,80000000,271457301,Columbia Pictures,102
Comedy,6.4,Sean Anders,Jay Baruchel,20000000,49779728,Dreamworks Pictures,104
Action,7.6,Jane Goldman,Aaron Taylor-Johnson,30000000,96188903,Marv Films,117
Drama,8.0,Mark Heyman,Natalie Portman,13000000,329398046,Fox Searchlight Pictures,108
Crime,7.5,Peter Craig,Ben Affleck,37000000,154026136,Warner Bros.,125
Comedy,7.7,Rob Reiner,Madeline Carroll,14000000,4324817,Castle Rock Entertainment,90
Biography,7.7,Aaron Sorkin,Jesse Eisenberg,40000000,224920375,Columbia Pictures,120
Action,6.6,Brian Helgeland,Russell Crowe,200000000,321669741,Universal Pictures,140
Adventure,6.4,Gareth Edwards,Scoot McNairy,500000,5060438,Protagonist Pictures,94
Horror,6.8,Leigh Whannell,Patrick Wilson,1500000,99557032,FilmDistrict,103
Animation,7.7,Dan Fogelman,Mandy Moore,260000000,592462816,Walt Disney Animation Studios,100
Action,7.0,Jon Hoeber,Bruce Willis,58000000,199006387,Summit Entertainment,111
Horror,6.3,Adam Rockoff,Sarah Butler,2000000,1278650,Cinetel Films,108
Action,4.0,M. Night Shyamalan,Noah Ringer,150000000,319713881,Paramount Pictures,103
Animation,8.1,William Davies,Jay Baruchel,165000000,494879471,DreamWorks Animation,98
Crime,6.3,Rowan Joffe,George Clooney,20000000,67876281,Focus Features,105
Drama,8.3,Denis Villeneuve,Lubna Azabal,6800000,7099598,micro_scope,131
Comedy,4.5,Michael Patrick King,Sarah Jessica Parker,100000000,290745055,New Line Cinema,146
Drama,6.4,Steve Antin,Cher,55000000,89520336,Screen Gems,119
Adventure,6.4,Linda Woolverton,Mia Wasikowska,200000000,1025468216,Walt Disney Pictures,108
Animation,7.6,Cinco Paul,Steve Carell,69000000,543113985,Universal Pictures,95
Comedy,6.7,Charles Randolph,Jake Gyllenhaal,30000000,102820008,Fox 2000 Pictures,112
Drama,7.6,Joel Coen,Jeff Bridges,38000000,252276927,Paramount Pictures,110
Action,6.0,Florian Henckel von Donnersmarck,Johnny Depp,100000000,278780441,GK Films,103
Action,5.0,Melissa Rosenberg,Kristen Stewart,68000000,698491347,Summit Entertainment,124
Adventure,5.9,Craig Titley,Logan Lerman,95000000,226497209,Fox 2000 Pictures,118
Action,5.8,Travis Beacham,Sam Worthington,125000000,493214993,Warner Bros.,106
Action,6.9,Gary Whitta,Denzel Washington,80000000,157107755,Alcon Entertainment,118
Drama,7.3,Derek Cianfrance,Ryan Gosling,1000000,15440333,Incentive Filmed Entertainment,112
Action,6.3,Patrick O'Neill,Tom Cruise,117000000,261989769,Twentieth Century Fox,109
Comedy,5.4,Pete Goldfinger,Elisabeth Shue,24000000,83188165,Dimension Films,88
Biography,7.5,Danny Boyle,James Franco,18000000,60738797,Fox Searchlight Pictures,94
Action,6.5,Dave Callaham,Sylvester Stallone,80000000,274470394,Millennium Films,103
Action,6.6,Adam McKay,Will Ferrell,100000000,170458922,Columbia Pictures,107
Action,6.8,Edward Kitsis,Jeff Bridges,170000000,400063852,Walt Disney Pictures,125
Comedy,6.5,Ian Deitchman,Katherine Heigl,38000000,105734416,Josephson Entertainment,114
Animation,8.2,John Lasseter,Tom Hanks,200000000,1066970811,Walt Disney Pictures,103
Action,7.3,Paul Haggis,Russell Crowe,30000000,67448651,Lionsgate,133
Comedy,7.0,Bert V. Royal,Emma Stone,8000000,75026327,Screen Gems,92
Biography,8.0,David Seidler,Colin Firth,15000000,427374317,The Weinstein Company,118
Biography,7.8,Scott Silver,Mark Wahlberg,25000000,129190869,Closest to the Hole Productions,116
Action,6.6,Robert Rodriguez,Danny Trejo,10500000,45491656,Overnight Films,105
Drama,6.8,Matthew Vaughn,Helen Mirren,20000000,45636368,Miramax,113
Animation,7.2,Alan Schoolcraft,Will Ferrell,130000000,321885765,DreamWorks Animation,95
Action,6.3,Peter Berg,Idris Elba,25000000,29397654,Warner Bros.,97
Action,6.8,Mark Bomback,Denzel Washington,100000000,167805466,Twentieth Century Fox,98
Action,6.2,Christopher Murphey,Jackie Chan,40000000,359126022,Columbia Pictures,140
Biography,5.8,Ryan Murphy,Julia Roberts,60000000,204594016,Columbia Pictures,133
Action,6.3,Neil Marshall,Michael Fassbender,12000000,6890432,Pathé Pictures International,97
Action,6.7,Joe Carnahan,Liam Neeson,110000000,177238796,Twentieth Century Fox,117
Comedy,6.4,Josh Heald,John Cusack,36000000,64780213,Metro-Goldwyn-Mayer (MGM),101
Action,6.6,Boaz Yakin,Jake Gyllenhaal,200000000,336365676,Walt Disney Pictures,116
Animation,6.2,Jackie Filgo,Zachary Gordon,15000000,76196538,Color Force,120
Drama,7.1,Kazuo Ishiguro,Keira Knightley,15000000,9918093,DNA Films,103
Action,6.4,Alex Litvak,Adrien Brody,40000000,127233108,Twentieth Century Fox,107
Drama,7.0,Chris Sparling,Ryan Reynolds,3000000,19439764,Audiovisual Aval SGR,95
Action,5.3,Peter Schink,Paul Bettany,26000000,67918658,Screen Gems,100
Drama,7.1,Will Fetters,Robert Pattinson,16000000,56032889,Summit Entertainment,113
Action,4.7,Mark Neveldine,Josh Brolin,47000000,10903312,Warner Bros.,81
Action,6.4,Kurt Wimmer,Angelina Jolie,110000000,293503354,Columbia Pictures,100
Comedy,6.5,Aline Brosh McKenna,Rachel McAdams,40000000,60040976,Bad Robot,107
Drama,7.2,Debra Granik,Jennifer Lawrence,2000000,13796834,Anonymous Content,100
Crime,5.2,Wesley Strick,Jackie Earle Haley,35000000,115695182,New Line Cinema,95
Action,5.8,Paul W.S. Anderson,Milla Jovovich,60000000,300228084,Screen Gems,96
Action,6.2,Peter Allen,Chris Brown,32000000,80205382,Screen Gems,107
Adventure,7.3,Slavomir Rawicz,Jim Sturgess,30000000,24172201,Exclusive Films,133
Action,5.5,Bob DeRosa,Katherine Heigl,75000000,98159963,Lionsgate,100
Comedy,6.5,Alan R. Cohen,Robert Downey Jr.,65000000,211780824,Warner Bros.,95
Horror,6.2,Brian Nelson,Chris Messina,10000000,62695489,Universal Pictures,80
Action,6.8,Brian Helgeland,Matt Damon,100000000,154711438,Universal Pictures,115
Action,6.4,Tony Gayton,Dwayne Johnson,24000000,35626958,CBS Films,98
Action,6.7,James Gunn,Rainn Wilson,2500000,422618,This Is That Productions,96
Comedy,7.1,Anna Boden,Keir Gilchrist,8000000,6491240,Focus Features,101
Horror,6.5,Scott Kosar,Radha Mitchell,20000000,54806823,Overture Films,101
Animation,6.3,Josh Klausner,Mike Myers,165000000,752600867,DreamWorks Animation,93
Adventure,6.3,Christopher Markus,Ben Barnes,155000000,415686217,Fox 2000 Pictures,113
Drama,7.1,Matt Reeves,Kodi Smit-McPhee,20000000,27093592,Overture Films,116
Comedy,7.0,Lisa Cholodenko,Annette Bening,4000000,34758951,Focus Features,106
Comedy,6.3,Josh Klausner,Steve Carell,55000000,152263880,Twentieth Century Fox,88
Comedy,6.5,Deborah Kaplan,Amy Adams,19000000,32686500,Universal Pictures,100
Comedy,5.5,John Hamburg,Ben Stiller,100000000,310650585,Universal Pictures,98
Biography,6.5,Floria Sigismondi,Kristen Stewart,10000000,4681651,River Road Entertainment,106
Action,6.1,Lawrence Konner,Nicolas Cage,150000000,215283742,Walt Disney Pictures,109
Action,5.5,Will Forte,Will Forte,10000000,9322895,Broadway Video,90
Crime,7.2,Robert Harris,Ewan McGregor,45000000,60331447,R.P. Productions,128
Action,4.4,Joshua Cordes,Eric Balfour,10000000,66984887,Rogue Pictures,92
Action,6.6,William Monahan,Mel Gibson,80000000,81126522,Warner Bros.,117
Comedy,6.5,Laurie Craig,Joey King,15000000,27293743,Fox 2000 Pictures,103
Comedy,5.7,Katherine Fugate,Julia Roberts,52000000,216485654,New Line Cinema,125
Adventure,6.5,Jose Rivera,Amanda Seyfried,30000000,79628830,Summit Entertainment,105
Drama,6.3,Jamie Linden,Channing Tatum,25000000,114984666,Screen Gems,108
Comedy,6.3,Nicholas Stoller,Jonah Hill,40000000,91720255,Universal Pictures,109
Comedy,5.9,David Guion,Steve Carell,69000000,86855739,Paramount Pictures,114
Comedy,5.4,James L. Brooks,Reese Witherspoon,120000000,48668907,Columbia Pictures,121
Animation,7.6,Mary Norton,Amy Poehler,23000000,149411550,Studio Ghibli,94
Adventure,4.9,Joe Stillman,Jack Black,112000000,237382724,Twentieth Century Fox,85
Comedy,5.0,Lowell Ganz,Dwayne Johnson,48000000,112462508,Twentieth Century Fox,101
Comedy,6.1,Jeffrey Eugenides,Jennifer Aniston,19000000,49843011,Mandate Pictures,101
Drama,6.2,Amy Andelson,Sharni Vinson,30000000,159291809,Summit Entertainment,107
Drama,6.2,Allan Loeb,Shia LaBeouf,70000000,134748021,Twentieth Century Fox,133
Drama,6.0,Nicholas Sparks,Miley Cyrus,20000000,89137047,Touchstone Pictures,107
Action,5.6,Robb Cullen,Bruce Willis,30000000,55611001,Warner Bros.,107
Comedy,5.8,Quentin Dupieux,Stephen Spinella,500000,101729,Realitism Films,82
Comedy,5.8,Moe Jelline,Kristen Bell,20000000,32054369,Touchstone Pictures,105
Action,5.6,Sarah Thorp,Jennifer Aniston,40000000,136333522,Columbia Pictures,110
Action,6.4,Adi Hasak,John Travolta,52000000,52844496,EuropaCorp,92
Action,7.6,Kaneo Ikegami,Kôji Yakusho,6000000,18689058,Sedic International,141
Comedy,6.1,Emma Thompson,Emma Thompson,35000000,93251121,Universal Pictures,109
Action,6.8,Lucinda Coxon,Bill Nighy,8000000,3494154,Magic Light Pictures,98
Comedy,5.6,David Diamond,Kristen Bell,55000000,43053376,Touchstone Pictures,91
Comedy,6.3,Geoff LaTulippe,Drew Barrymore,32000000,42059111,New Line Cinema,102
Comedy,6.3,Sofia Coppola,Stephen Dorff,7000000,14788642,Focus Features,97
Biography,7.2,Mike Rich,Diane Lane,35000000,60321861,Walt Disney Pictures,123
Comedy,5.7,Dean Craig,Chris Rock,21000000,49050886,Screen Gems,92
Action,5.5,Jonathan Bernstein,Jackie Chan,28000000,66166000,Relativity Media,94
Drama,6.4,Peter Morgan,Matt Damon,50000000,106956330,Warner Bros.,129
Action,6.3,Eric Garcia,Jude Law,32000000,18409891,Universal Pictures,111
Comedy,3.4,Jason Friedberg,Jenn Proske,20000000,80547866,New Regency Productions,82
Action,5.6,Jordan Melamed,Chace Crawford,5000000,2648195,Gaumont,93
Comedy,7.2,Mike Mills,Ewan McGregor,3200000,14311701,Olympus Pictures,105
Animation,6.9,John Orloff,Jim Sturgess,80000000,140073390,Warner Bros.,97
Drama,7.0,David Lindsay-Abaire,Nicole Kidman,5000000,5144717,Olympus Pictures,91
Adventure,6.6,Jonathan Raymond,Michelle Williams,2000000,1205257,Evenstar Films,104
Biography,7.2,Pamela Gray,Hilary Swank,12500000,11104555,Omega Entertainment,107
Crime,6.9,Andy Bellin,Clive Owen,4000000,595802,Millennium Films,106
Drama,8.0,Shibani Bathija,Shah Rukh Khan,12000000,42345360,Dharma Productions,165
Drama,6.7,John Wells,Ben Affleck,15000000,8087000,The Weinstein Company,104
Comedy,6.3,Mark Duplass,John C. Reilly,7000000,9933873,Dune Entertainment III,91
Horror,5.7,Michael R. Perry,Katie Featherston,3000000,177512032,Paramount Pictures,91
Crime,6.1,John Curran,Casey Affleck,13000000,4052191,Hero Entertainment,109
Comedy,5.8,Robert Pulcini,Kevin Kline,7000000,649626,3 Arts Entertainment,108
Drama,5.4,Angus MacLachlan,Edward Norton,22000000,10300416,Millennium Films,105
Comedy,4.7,Tyler Perry,Janet Jackson,20000000,60673972,Lionsgate,121
Horror,5.7,Huck Botko,Patrick Fabian,1800000,69432527,Strike Entertainment,87
Comedy,6.4,Abe Sylvia,Juno Temple,4000000,143485,The Weinstein Company,90
Crime,6.2,William Monahan,Colin Farrell,25000000,8307227,GK Films,103
Biography,6.8,Jez Butterworth,Naomi Watts,22000000,25806953,River Road Entertainment,108
Comedy,5.4,Kate Angelo,Jennifer Lopez,35000000,77477008,CBS Films,104
Fantasy,5.6,Guillermo del Toro,Katie Holmes,25000000,38269529,Miramax,99
Drama,6.3,Shana Feste,Garrett Hedlund,15000000,20529194,Screen Gems,117
Drama,6.4,Craig Pearce,Zac Efron,44000000,48190704,Universal Pictures,99
Drama,6.5,Nick Damici,Connor Paolo,650000,405380,Glass Eye Pix,98
Horror,4.9,Anthony Jaswinski,Hayden Christensen,10000000,1671196,Herrick Entertainment,92
Comedy,7.3,Mordecai Richler,Paul Giamatti,30000000,12106921,Serendipity Point Films,134
Comedy,6.3,Woody Allen,Anthony Hopkins,22000000,36015260,Mediapro,98
Crime,6.9,James D. Solomon,Robin Wright,25000000,15625544,The American Film Company,122
Comedy,3.8,Michael Carnes,Brendan Fraser,35000000,36351945,Summit Entertainment,92
Comedy,5.4,Julie Taymor,Helen Mirren,20000000,405861,Miramax,110
Comedy,6.0,Sacha Gervasi,Keanu Reeves,12000000,2169799,Company Films,108
Drama,6.4,Robert Nelson Jacobs,Brendan Fraser,31000000,15134293,CBS Films,106
Animation,4.6,Jennifer Ventimilia,Dan Aykroyd,80000000,203509374,Warner Bros.,80
Horror,4.8,Wes Craven,Max Thieriot,25000000,21500813,Rogue,107
Action,6.3,Sngmoo Lee,Jang Dong-Gun,42000000,11103434,Rogue,100
Action,5.5,Adam Green,Danielle Harris,800000,156190,ArieScope Pictures,85
Drama,7.0,Spencer Susser,Joseph Gordon-Levitt,7000000,449702,The Last Picture Company,106
Drama,6.1,Tyler Perry,Janet Jackson,21000000,37981984,Lionsgate,133
Comedy,6.8,Nick Tomnay,David Hyde Pierce,500000,453708,Stacey Testro International,93
Biography,5.6,Mark Jacobson,Helen Mirren,25000000,146149,Aramid Entertainment Fund,117
Drama,4.6,Mitch Glazer,Mickey Rourke,8000000,25603,Annapurna Productions,94
Drama,6.4,Dan Rush,Will Ferrell,5000000,2820490,Temple Hill Entertainment,97
Action,6.9,Christopher Markus,Chris Evans,140000000,370569774,Paramount Pictures,124
Action,7.0,Ashley Miller,Chris Hemsworth,150000000,449326618,Paramount Pictures,115
Adventure,8.1,Steve Kloves,Daniel Radcliffe,125000000,1342321665,Warner Bros.,130
Drama,7.4,Jeff Nichols,Michael Shannon,5000000,3741098,Hydraulx,120
Comedy,6.8,Kristen Wiig,Kristen Wiig,32500000,288383523,Universal Pictures,125
Action,7.3,Chris Morgan,Vin Diesel,125000000,626137675,Universal Pictures,130
Comedy,7.7,Woody Allen,Owen Wilson,17000000,151653750,Mediapro,94
Biography,7.6,Steven Zaillian,Brad Pitt,50000000,110206216,Columbia Pictures,133
Crime,7.8,Steven Zaillian,Daniel Craig,90000000,232617430,Columbia Pictures,158
Comedy,6.4,Allan Loeb,Adam Sandler,80000000,214945591,Columbia Pictures,117
Crime,7.8,Hossein Amini,Ryan Gosling,15000000,77187281,FilmDistrict,100
Action,5.5,Greg Berlanti,Ryan Reynolds,200000000,219851172,Warner Bros.,114
Horror,7.0,Joss Whedon,Kristen Connolly,30000000,69935600,Lionsgate,95
Drama,8.0,Tate Taylor,Emma Stone,25000000,216639112,DreamWorks,146
Comedy,7.4,Dan Fogelman,Steve Carell,50000000,145051197,Carousel Productions (II),118
Comedy,6.2,Elizabeth Meriwether,Natalie Portman,25000000,149228077,Paramount Pictures,108
Action,6.6,Ted Elliott,Johnny Depp,250000000,1045713802,Walt Disney Pictures,136
Action,6.0,Zack Snyder,Emily Browning,82000000,89792502,Warner Bros.,110
Action,8.1,Gavin O'Connor,Tom Hardy,25000000,23308615,Lionsgate,140
Animation,7.2,Jonathan Aibel,Jack Black,150000000,665692281,DreamWorks Animation,90
Comedy,6.5,Keith Merryman,Mila Kunis,35000000,149542245,Screen Gems,109
Action,6.0,Charley Parlapanides,Henry Cavill,75000000,226904017,Relativity Media,110
Action,7.7,Ashley Miller,James McAvoy,160000000,352616690,Twentieth Century Fox,131
Drama,6.7,Scott Z. Burns,Matt Damon,60000000,136515867,Warner Bros.,106
Comedy,5.6,Gene Stupnitsky,Cameron Diaz,20000000,216197492,Columbia Pictures,92
Action,6.7,Andrew Niccol,Justin Timberlake,40000000,173930596,New Regency Productions,109
Drama,7.0,David Nicholls,Anne Hathaway,15000000,59389433,Focus Features,107
Horror,6.1,Kevin Williamson,Neve Campbell,40000000,97231420,Dimension Films,111
Drama,7.2,Steve McQueen,Michael Fassbender,6500000,19123767,Fox Searchlight Pictures,101
Action,7.4,Bruce Geller,Tom Cruise,145000000,694713380,Paramount Pictures,132
Mystery,7.0,J.J. Abrams,Elle Fanning,50000000,260095986,Paramount Pictures,112
Drama,7.5,Lynne Ramsay,Tilda Swinton,7000000,9232318,BBC Films,112
Sci-Fi,7.4,Leslie Dixon,Bradley Cooper,27000000,161849455,Relativity Media,105
Action,6.8,Oliver Butcher,Liam Neeson,30000000,135710029,Dark Castle Entertainment,113
Action,6.2,Ehren Kruger,Shia LaBeouf,195000000,1123794079,Paramount Pictures,154
Action,6.0,Roberto Orci,Daniel Craig,163000000,174822325,Universal Pictures,119
Adventure,4.9,Melissa Rosenberg,Kristen Stewart,110000000,712205856,Summit Entertainment,117
Action,5.2,Thomas Dean Donnelly,Jason Momoa,90000000,63523283,Lionsgate,113
Animation,6.1,John Lasseter,Owen Wilson,200000000,559852396,Walt Disney Pictures,106
Animation,7.2,John Logan,Johnny Depp,135000000,245724603,Paramount Pictures,107
Drama,7.2,Lars von Trier,Kirsten Dunst,7400000,17039814,Zentropa Entertainments,135
Action,7.5,Ben Ripley,Jake Gyllenhaal,32000000,147332697,Summit Entertainment,93
Action,7.0,John Gatins,Hugh Jackman,110000000,299268508,Dreamworks Pictures,127
Comedy,6.8,Michael Markowitz,Jason Bateman,35000000,209838559,New Line Cinema,98
Animation,6.9,Carlos Saldanha,Jesse Eisenberg,90000000,483866518,Twentieth Century Fox Animation,96
Action,7.5,Michele Mulroney,Robert Downey Jr.,125000000,543848418,Warner Bros.,129
Action,5.7,Alex Litvak,Logan Lerman,75000000,132274484,Summit Entertainment,110
Action,6.2,Adam Cooper,Eddie Murphy,75000000,152930623,Universal Pictures,104
Adventure,7.0,Simon Pegg,Simon Pegg,40000000,97984015,Universal Pictures,104
Comedy,7.1,Aline Brosh McKenna,Matt Damon,50000000,120081841,Twentieth Century Fox,124
Action,7.5,Rick Jaffa,James Franco,93000000,481800873,Twentieth Century Fox,105
Adventure,5.5,Danny McBride,Danny McBride,49900000,28013733,Universal Pictures,102
Crime,7.3,John Romano,Matthew McConaughey,40000000,86752352,Lionsgate,118
Action,6.4,Luc Besson,Zoe Saldana,40000000,71508440,EuropaCorp,108
Comedy,6.1,Tom Hanks,Tom Hanks,30000000,75055070,Universal Pictures,98
Action,5.1,Shawn Christensen,Taylor Lautner,35000000,82087155,Lionsgate,106
Drama,8.3,Asghar Farhadi,Payman Maadi,500000,22926076,Asghar Farhadi Productions,123
Drama,7.5,John Logan,Asa Butterfield,150000000,185770310,Paramount Pictures,126
Romance,7.0,George Nolfi,Matt Damon,50200000,127869379,Universal Pictures,106
Drama,6.8,Terrence Malick,Brad Pitt,32000000,58409247,Cottonwood Pictures,139
Crime,6.7,Tracy Letts,Matthew McConaughey,11000000,4633668,Voltage Pictures,102
Biography,7.1,Jonathan Hensleigh,Ray Stevenson,12000000,1188194,Anchor Bay Films,106
Action,7.2,Lee Hall,Jeremy Irvine,66000000,177584879,Dreamworks Pictures,146
Comedy,6.3,Jon Lucas,Jason Bateman,52000000,75450437,Universal Pictures,112
Action,7.6,Gareth Evans,Iko Uwais,1100000,9148519,Pt. Merantau Films,101
Drama,7.1,J.C. Chandor,Zachary Quinto,3500000,19504039,Before The Door Pictures,107
Action,6.8,Seth Lochhead,Saoirse Ronan,30000000,63782078,Focus Features,111
Comedy,7.6,Will Reiser,Joseph Gordon-Levitt,8000000,41097853,Summit Entertainment,100
Comedy,7.3,Alexander Payne,George Clooney,20000000,177243185,Fox Searchlight Pictures,115
Animation,7.3,Hergé,Jamie Bell,135000000,373993951,Columbia Pictures,107
Action,4.9,Jon Spaihts,Emile Hirsch,30000000,64626786,Summit Entertainment,89
Action,5.8,Eric Heisserer,Nicholas D'Agosto,40000000,157887643,New Line Cinema,92
Action,6.1,Alfred Gough,Alex Pettyfer,60000000,149878437,Dreamworks Pictures,111
Comedy,5.9,Dean Pitchford,Kenny Wormald,24000000,63543328,Paramount Pictures,113
Horror,6.6,Simon Barrett,Sharni Vinson,1000000,26895481,Snoot Entertainment,95
Horror,6.2,Eric Heisserer,Mary Elizabeth Winstead,38000000,31505287,Morgan Creek Entertainment,103
Action,5.4,Todd Farmer,Nicolas Cage,50000000,40909909,Summit Entertainment,104
Comedy,3.3,Ben Zook,Adam Sandler,79000000,149673788,Columbia Pictures,91
Comedy,5.2,Nick Bakay,Kevin James,80000000,169852759,Columbia Pictures,102
Comedy,6.4,Craig Mazin,Bradley Cooper,80000000,586764305,Warner Bros.,102
Comedy,5.8,Pete Jones,Owen Wilson,36000000,86157237,New Line Cinema,105
Comedy,7.3,Ol Parker,Judi Dench,10000000,136836272,Blueprint Pictures,124
Action,6.8,Joe Carnahan,Liam Neeson,25000000,79781695,Open Road Films (II),117
Comedy,5.7,Brian Gatewood,Jonah Hill,25000000,34942188,Twentieth Century Fox,81
Comedy,6.3,Jackie Filgo,Topher Grace,23000000,7550073,Rogue Pictures,97
Action,6.6,Richard Wenk,Jason Statham,40000000,76130093,CBS Films,93
Action,4.3,Scott M. Gimple,Nicolas Cage,57000000,132563930,Columbia Pictures,96
Action,5.7,Christopher Bertolini,Aaron Eckhart,70000000,211819354,Columbia Pictures,116
Action,5.8,Seth Rogen,Seth Rogen,120000000,227817248,Columbia Pictures,119
Action,6.4,Matt Sherring,Jason Statham,70000000,57084522,Omnilab Media,116
Horror,4.0,Will Hayes,Sara Paxton,25000000,41363927,Incentive Filmed Entertainment,90
Biography,6.5,Dustin Lance Black,Leonardo DiCaprio,35000000,84920539,Imagine Entertainment,137
Drama,6.0,David Loucka,Daniel Craig,50000000,39984400,Cliffjack Motion Pictures,84
Action,5.8,Lem Dobbs,Gina Carano,23000000,34513760,Relativity Media,93
Adventure,7.1,Jason Segel,Amy Adams,45000000,165184237,Walt Disney Pictures,103
Animation,5.4,J. David Stem,Hank Azaria,110000000,563749323,Columbia Pictures,103
Drama,7.1,George Clooney,Paul Giamatti,12500000,76338111,Columbia Pictures,101
Comedy,6.4,Marti Noxon,Anton Yelchin,30000000,41002607,Dreamworks Pictures,106
Biography,7.0,Sean McNamara,AnnaSophia Robb,18000000,47120948,Enticing Entertainment,112
Comedy,7.9,Michel Hazanavicius,Jean Dujardin,15000000,133432856,Studio 37,100
Drama,6.9,Richard LaGravenese,Robert Pattinson,38000000,117094902,Fox 2000 Pictures,120
Biography,6.6,Shaun Grant,Lucas Pittaway,2000000,1349387,Carver Films,119
Comedy,5.9,Jennie Snyder Urman,Ginnifer Goodwin,35000000,65100369,Alcon Entertainment,112
Action,5.7,Cory Goodman,Paul Bettany,60000000,78309505,Screen Gems,87
Action,6.3,Hamish McColl,Rowan Atkinson,45000000,160078586,Universal Pictures,101
Comedy,3.2,Adam Sandler,Nick Swardson,10000000,2530394,Columbia Pictures,97
Animation,6.5,Gabe Sachs,Zachary Gordon,21000000,72526996,Fox 2000 Pictures,99
Comedy,7.2,Yasmina Reza,Jodie Foster,25000000,30722632,SBS Productions,80
Action,6.7,Joe Cornish,John Boyega,13000000,6206022,Screen Gems,88
Comedy,7.3,John Michael McDonagh,Brendan Gleeson,6000000,19561904,Reprisal Films,96
Comedy,6.3,Diablo Cody,Charlize Theron,12000000,22939027,Paramount Pictures,94
Biography,7.1,Michael Thomas,Dominic Cooper,19100000,5728213,Corsan,109
Drama,6.9,Mike Cahill,Brit Marling,100000,1938783,Artists Public Domain,92
Drama,6.7,Drake Doremus,Felicity Jones,250000,3852409,Paramount Vantage,86
Comedy,6.1,Karyn Bosnak,Anna Faris,20000000,30426096,New Regency Productions,106
Animation,5.9,Rob Sprackling,James McAvoy,36000000,193967670,Touchstone Pictures,84
Animation,6.6,Tom Wheeler,Antonio Banderas,130000000,554987477,DreamWorks Animation,90
Drama,5.6,Daniel Barnz,Alex Pettyfer,17000000,43202283,CBS Films,86
Biography,6.8,Skip Hollandsworth,Jack Black,5000000,10173061,Mandalay Vision,104
Action,5.4,Bragi F. Schut,Nicolas Cage,40000000,91627228,Atlas Entertainment,95
Drama,5.3,Gustavo Hernández,Elizabeth Olsen,2000000,16527747,Elle Driver,86
Animation,7.2,Stephen J. Anderson,Jim Cummings,30000000,49871429,Walt Disney Pictures,63
Action,6.1,John Davies,Rutger Hauer,3000000,748453,Rhombus Media,86
Action,6.2,Jeremy Brock,Channing Tatum,25000000,37989684,Focus Features,114
Comedy,6.2,Bruce Robinson,Johnny Depp,45000000,30134958,GK Films,119
Animation,3.5,Robert Rodriguez,Jessica Alba,27000000,85564310,Dimension Films,89
Drama,5.8,Karl Mueller,Lauren German,3000000,145676,Preferred Content,112
Fantasy,5.5,David Leslie Johnson-McGoldrick,Amanda Seyfried,42000000,90260376,Warner Bros.,100
Drama,4.8,Sonny Mallhi,Minka Kelly,16000000,40492652,Screen Gems,91
Adventure,5.8,Thomas Bezucha,Selena Gomez,20000000,39782683,Fox 2000 Pictures,109
Drama,6.0,Michael Petroni,Colin O'Donoghue,37000000,96560591,New Line Cinema,114
Comedy,5.7,Katherine Fugate,Sarah Jessica Parker,56000000,142044638,New Line Cinema,118
Drama,6.6,Zal Batmanglij,Christopher Denham,135000,424088,Skyscraper Films,85
Drama,6.3,Madonna,Abbie Cornish,15000000,2042203,Semtex Films,119
Adventure,6.9,Eric Roth,Thomas Horn,40000000,55247881,Warner Bros.,129
Animation,4.3,Jonathan Aibel,Justin Long,75000000,342695435,Fox 2000 Pictures,87
Comedy,6.4,Jesse Peretz,Paul Rudd,5000000,25804448,Big Beach Films,90
Action,5.9,John Garvin,Rhys Wakefield,30000000,108609310,Universal Pictures,108
Comedy,6.2,Howard Franklin,Owen Wilson,41000000,8179416,Fox 2000 Pictures,100
Action,5.8,Rod Lurie,James Marsden,25000000,11168712,Screen Gems,110
Action,6.2,Kevin Smith,Michael Parks,4000000,1874460,NVSH Productions,88
Crime,5.3,Karl Gajdusek,Nicolas Cage,35000000,10117966,Millennium Films,91
Action,6.8,Jason Keller,Gerard Butler,30000000,3338690,Relativity Media,129
Animation,7.4,Tetsurô Sayama,Sarah Bolger,22000000,61487846,Studio Ghibli,91
