rating,genre,score,director,star,budget,gross,company,runtime
R,Drama,3.8,Paul Schrader,Lindsay Lohan,250000,270185,Prettybird,99
PG-13,Biography,6.0,Joshua Michael Stern,Ashton Kutcher,12000000,42128352,Open Road Films (II),128
R,Drama,6.6,James Gray,Marion Cotillard,16000000,5952884,Worldview Entertainment,120
R,Comedy,5.8,Jon Lucas,Miles Teller,13000000,48065672,Relativity Media,93
R,Crime,5.6,Brad Furman,Ben Affleck,30000000,62675095,New Regency Productions,88
R,Comedy,5.0,Michael Tiddes,Marlon Wayans,2500000,60159584,Open Road Films,86
R,Action,6.5,Kevin Macdonald,Saoirse Ronan,8000000,925762,Film4,101
Not Rated,Drama,6.7,Shane Carruth,Amy Seimetz,50000,587174,erbp,96
PG-13,Drama,6.4,Peter Landesman,Zac Efron,10000000,1412181,Exclusive Media Group,93
PG-13,Drama,5.7,Robert Luketic,Liam Hemsworth,35000000,17056265,Relativity Media,106
PG-13,Drama,7.7,Asghar Farhadi,Bérénice Bejo,11000000,12673462,Memento Films Production,130
R,Biography,6.2,Bill Condon,Benedict Cumberbatch,28000000,9058564,Dreamworks Pictures,128
R,Comedy,6.6,Jason Bateman,Jason Bateman,10000000,7804337,Aggregate Films,89
R,Action,6.1,Keanu Reeves,Tiger Hu Chen,25000000,5464885,China Film Group Corporation (CFGC),105
PG-13,Crime,6.8,Zal Batmanglij,Brit Marling,6500000,2891812,Dune Entertainment,116
PG,Drama,7.8,Ritesh Batra,Irrfan Khan,1000000,11621777,Sikhya Entertainment,104
PG-13,Action,4.4,Courtney Solomon,Ethan Hawke,18000000,11806432,After Dark Films,90
PG-13,Action,8.0,James Gunn,Chris Pratt,170000000,773350147,Marvel Studios,121
PG-13,Adventure,8.6,Christopher Nolan,Matthew McConaughey,165000000,701729206,Paramount Pictures,169
R,Action,7.4,Chad Stahelski,Keanu Reeves,20000000,86081711,Summit Entertainment,101
PG-13,Action,7.9,Doug Liman,Tom Cruise,178000000,370541256,Warner Bros.,113
R,Drama,8.1,David Fincher,Ben Affleck,61000000,369330363,Twentieth Century Fox,149
PG-13,Action,7.7,Anthony Russo,Chris Evans,170000000,714421503,Marvel Entertainment,136
R,Adventure,8.1,Wes Anderson,Ralph Fiennes,25000000,172945750,Fox Searchlight Pictures,99
R,Drama,8.5,Damien Chazelle,Miles Teller,3300000,49396747,Bold Films,106
R,Action,7.7,Matthew Vaughn,Colin Firth,81000000,414351546,Twentieth Century Fox,129
R,Drama,7.7,Alex Garland,Alicia Vikander,15000000,36869414,A24,108
PG-13,Action,6.6,Neil Burger,Shailene Woodley,85000000,288885818,Summit Entertainment,139
R,Crime,7.8,Dan Gilroy,Jake Gyllenhaal,8500000,47398992,Bold Films,117
PG-13,Adventure,7.4,Peter Jackson,Ian McKellen,250000000,962182865,New Line Cinema,144
R,Action,7.2,Antoine Fuqua,Denzel Washington,55000000,192330738,Columbia Pictures,132
PG-13,Action,6.8,Wes Ball,Dylan O'Brien,34000000,348319861,Twentieth Century Fox,113
R,Action,6.4,Luc Besson,Scarlett Johansson,40000000,458863600,EuropaCorp,89
R,Adventure,7.3,Jon Favreau,Jon Favreau,11000000,48428048,Aldamisa Entertainment,114
R,Comedy,7.7,Jemaine Clement,Jemaine Clement,1600000,7253160,Unison Films,86
PG-13,Biography,8.0,Morten Tyldum,Benedict Cumberbatch,14000000,233555708,Black Bear Pictures,114
R,Action,7.6,David Ayer,Brad Pitt,68000000,211822697,Columbia Pictures,134
PG-13,Action,7.9,Bryan Singer,Patrick Stewart,200000000,746045700,Twentieth Century Fox,132
R,Action,7.5,Michael Spierig,Ethan Hawke,5100000,4942449,Screen Australia,97
R,Action,6.4,James DeMonaco,Frank Grillo,9000000,111928365,Universal Pictures,103
R,Comedy,7.7,Alejandro G. Iñárritu,Michael Keaton,18000000,103215094,New Regency Productions,119
R,Horror,6.8,David Robert Mitchell,Maika Monroe,1000000,21947454,Northern Lights Films,100
PG-13,Comedy,6.5,Frank Coraci,Adam Sandler,40000000,127994610,Gulfstream Pictures,117
PG-13,Action,6.0,Brett Ratner,Dwayne Johnson,100000000,244819862,Paramount Pictures,98
R,Crime,7.4,David Dobkin,Robert Downey Jr.,50000000,84419388,Warner Bros.,141
PG,Comedy,5.3,Will Gluck,Quvenzhané Wallis,65000000,136853506,Marcy Media,118
PG-13,Action,6.4,Gareth Edwards,Aaron Taylor-Johnson,160000000,524976069,Warner Bros.,123
PG-13,Drama,6.5,Phillip Noyce,Brenton Thwaites,25000000,66980456,Tonik Productions,97
R,Action,6.2,Noam Murro,Sullivan Stapleton,110000000,337580051,Warner Bros.,102
R,Action,7.3,Clint Eastwood,Bradley Cooper,58800000,547426372,Warner Bros.,133
PG,Animation,7.8,Don Hall,Ryan Potter,165000000,657869686,FortyFour Studios,102
PG-13,Action,6.6,Marc Webb,Andrew Garfield,200000000,708982323,Marvel Enterprises,142
PG,Action,7.0,Robert Stromberg,Angelina Jolie,180000000,758411779,Jolie Pas,97
PG,Adventure,5.9,Rob Marshall,Anna Kendrick,50000000,212902372,BBL Motion Picture Studios,125
PG-13,Action,7.2,Angelina Jolie,Jack O'Connell,65000000,161459297,3 Arts Entertainment,137
PG,Animation,7.7,Christopher Miller,Chris Pratt,60000000,468060692,Warner Bros.,100
PG-13,Action,6.6,Francis Lawrence,Jennifer Lawrence,125000000,755356711,Lionsgate,123
R,Comedy,5.3,Kevin Smith,Justin Long,3000000,1882074,SModcast Pictures,102
PG,Adventure,6.2,Shawn Levy,Ben Stiller,127000000,363204635,Twentieth Century Fox,98
PG-13,Drama,7.7,Josh Boone,Shailene Woodley,12000000,307166834,Fox 2000 Pictures,126
R,Horror,6.2,John Erick Dowdle,Perdita Weeks,5000000,41898409,Legendary Entertainment,93
R,Horror,5.4,John R. Leonetti,Ward Horton,6500000,257579282,New Line Cinema,99
R,Drama,7.9,Richard Linklater,Ellar Coltrane,4000000,48137666,IFC Productions,165
PG-13,Biography,7.7,James Marsh,Eddie Redmayne,15000000,123726688,Working Title Films,123
PG-13,Action,6.1,Patrick Hughes,Sylvester Stallone,80000000,214657577,Lionsgate,126
R,Action,6.5,Evan Goldberg,James Franco,44000000,11782625,Columbia Pictures,112
R,Crime,7.1,Michaël R. Roskam,Tom Hardy,12600000,18658381,Big Screen Productions,106
PG-13,Action,5.6,Michael Bay,Mark Wahlberg,210000000,1104054072,Paramount Pictures,165
R,Comedy,6.7,Paul Thomas Anderson,Joaquin Phoenix,20000000,14710975,Ghoulardi Film Company,148
R,Comedy,6.3,Nicholas Stoller,Seth Rogen,18000000,270665134,Good Universe,97
Not Rated,Drama,6.8,Jennifer Kent,Essie Davis,2000000,10312540,Screen Australia,94
R,Comedy,5.1,Jake Kasdan,Jason Segel,40000000,126069509,Columbia Pictures,94
PG-13,Comedy,6.0,Nick Cassavetes,Cameron Diaz,40000000,196710396,Twentieth Century Fox,109
R,Comedy,8.1,Damián Szifron,Darío Grandinetti,3300000,30642704,Kramer & Sigman Films,122
R,Adventure,7.1,Jean-Marc Vallée,Reese Witherspoon,15000000,52501541,Bob Industries,115
R,Biography,7.0,Bennett Miller,Steve Carell,24000000,19206513,Annapurna Pictures,134
R,Action,6.7,Adam Wingard,Dan Stevens,5000000,2700051,HanWay Films,100
PG-13,Action,5.8,Jonathan Liebesman,Megan Fox,125000000,485004754,Paramount Pictures,101
PG-13,Action,6.1,José Padilha,Joel Kinnaman,100000000,242688965,Metro-Goldwyn-Mayer (MGM),117
R,Action,7.0,Phil Lord,Channing Tatum,50000000,331333876,Columbia Pictures,112
PG-13,Action,7.6,Matt Reeves,Gary Oldman,170000000,710644566,Chernin Entertainment,130
R,Action,6.5,Frank Miller,Mickey Rourke,65000000,39407616,Aldamisa Entertainment,102
PG-13,Action,5.7,Camille Delamarre,Paul Walker,28000000,71416730,Relativity Media,90
PG-13,Action,5.5,Mark Waters,Zoey Deutch,30000000,15642346,Angry Films,104
PG-13,Comedy,6.1,George Clooney,George Clooney,70000000,156706638,Columbia Pictures,118
R,Drama,5.7,Leigh Janiak,Rose Leslie,1000000,24343,Fewlas Entertainment,87
PG-13,Comedy,5.6,Bobby Farrelly,Jim Carrey,40000000,169837010,Universal Pictures,109
PG,Animation,7.8,Dean DeBlois,Jay Baruchel,145000000,621537519,DreamWorks Animation,102
PG-13,Action,5.7,Darren Aronofsky,Russell Crowe,125000000,359200044,Paramount Pictures,138
R,Action,6.5,Scott Frank,Liam Neeson,28000000,58834384,1984 Private Defense Contractors,114
PG-13,Action,6.4,Scott Waugh,Aaron Paul,66000000,203277636,Dreamworks Pictures,132
G,Animation,6.3,Carlos Saldanha,Jesse Eisenberg,103000000,498781117,Twentieth Century Fox Animation,101
PG-13,Action,5.5,Sergei Bodrov,Ben Barnes,95000000,114178613,Beijing Skywheel Entertainment Co.,102
PG-13,Action,6.0,Ridley Scott,Christian Bale,140000000,268175631,Chernin Entertainment,150
R,Comedy,6.1,Seth MacFarlane,Seth MacFarlane,40000000,87189756,Bluegrass Films,116
R,Action,5.7,David Ayer,Arnold Schwarzenegger,35000000,22126842,Open Road Films (II),109
PG,Animation,7.2,Paul King,Hugh Bonneville,55000000,282377683,StudioCanal,95
PG-13,Action,6.9,Jaume Collet-Serra,Liam Neeson,50000000,222809600,StudioCanal,106
PG-13,Drama,6.7,Michael Hoffman,James Marsden,26000000,38609668,DiNovi Pictures,118
R,Comedy,6.3,Sean Anders,Jason Bateman,42000000,107645357,BenderSpink,108
R,Comedy,6.6,Shawn Levy,Jason Bateman,19800000,41296320,21 Laps Entertainment,103
PG-13,Action,5.8,Steven Quale,Richard Armitage,50000000,161502194,Broken Road Productions,89
PG,Animation,6.7,Eric Darnell,Tom McGrath,132000000,373515621,DreamWorks Animation,92
PG-13,Action,6.2,Kenneth Branagh,Chris Pine,60000000,135503748,Paramount Pictures,105
PG,Animation,7.3,Jorge R. Gutiérrez,Diego Luna,50000000,99783556,Reel FX Creative Studios,95
R,Action,6.3,Roger Donaldson,Pierce Brosnan,15000000,39661919,Relativity Media,108
PG-13,Action,6.3,Gary Shore,Luke Evans,70000000,217124280,Universal Pictures,92
R,Horror,5.5,Levan Gabriadze,Heather Sossaman,1000000,62882090,Bazelevs Production,83
R,Drama,7.4,Mike Cahill,Michael Pitt,1000000,481234,Verisimilitude,106
PG-13,Action,6.2,Wally Pfister,Johnny Depp,100000000,103039258,Alcon Entertainment,119
PG-13,Drama,6.3,Shana Feste,Gabriella Wilde,20000000,34718173,Bluegrass Films,104
R,Drama,6.4,Rowan Joffe,Nicole Kidman,22000000,17669776,Scott Free Productions,92
PG-13,Biography,7.4,Philippe Falardeau,Reese Witherspoon,20000000,3396345,Alcon Entertainment,110
R,Action,6.2,Scott Derrickson,Eric Bana,30000000,87937815,Screen Gems,118
R,Action,8.0,Gareth Evans,Iko Uwais,4500000,6566916,Sony Pictures Classics,150
PG-13,Action,6.0,Olivier Megaton,Liam Neeson,48000000,326479141,EuropaCorp,108
PG-13,Action,5.5,Paul W.S. Anderson,Kit Harington,100000000,117831631,TriStar Pictures,105
PG-13,Action,6.2,Tim Story,Ice Cube,25000000,154468902,Universal Pictures,99
R,Comedy,6.1,Tom Gormican,Zac Efron,8000000,45640143,Treehouse Pictures,94
R,Drama,6.6,Tommy Lee Jones,Tommy Lee Jones,16000000,3819421,EuropaCorp,122
R,Comedy,6.7,Jason Reitman,Kaitlyn Dever,16000000,1705908,Paramount Pictures,119
R,Action,6.4,Luke Greenfield,Jake Johnson,17000000,138224951,Genre Films,104
R,Action,7.0,J.C. Chandor,Oscar Isaac,20000000,12007070,Before The Door Pictures,125
R,Mystery,6.3,Erik Van Looy,Karl Urban,14000000,11020402,Open Road Films,108
R,Crime,6.8,Anton Corbijn,Philip Seymour Hoffman,15000000,36233517,Lionsgate,122
R,Horror,5.7,Jon Watts,Andy Powers,1500000,4381603,Cross Creek Pictures,100
PG-13,Drama,6.1,William Eubank,Brenton Thwaites,4000000,2595622,Automatik Entertainment,97
PG,Comedy,7.3,Lasse Hallström,Helen Mirren,22000000,89514453,Amblin Entertainment,122
PG-13,Drama,6.9,Gina Prince-Bythewood,Gugu Mbatha-Raw,7000000,14618727,Black Entertainment Television (BET),116
R,Comedy,6.2,David Cronenberg,Julianne Moore,15000000,4510934,Prospero Pictures,111
PG-13,Drama,6.7,R.J. Cutler,Chloë Grace Moretz,11000000,78274843,DiNovi Pictures,107
PG-13,Drama,7.5,Richard Glatzer,Julianne Moore,5000000,44779195,Lutzus-Brown,101
PG-13,Action,6.2,McG,Kevin Costner,28000000,53260230,Relativity Media,117
PG-13,Biography,7.4,Bill Pohlad,John Cusack,10000000,28641776,River Road Entertainment,121
PG-13,Biography,7.0,Tim Burton,Amy Adams,10000000,29253166,The Weinstein Company,106
R,Drama,5.1,Bille Woodruff,Sharon Leal,5000000,17534314,Codeblack Entertainment,106
R,Drama,7.0,Russell Crowe,Russell Crowe,22500000,38176317,Fear of God Films,111
PG-13,Biography,7.5,Ava DuVernay,David Oyelowo,20000000,66787908,Pathé,128
PG-13,Crime,6.8,Rob Thomas,Kristen Bell,6000000,3485383,Warner Bros. Digital Distribution,107
PG,Biography,7.0,Craig Gillespie,Jon Hamm,25000000,38483455,Walt Disney Pictures,124
R,Comedy,7.1,Charlie McDowell,Mark Duplass,100000,596933,RADiUS-TWC,91
R,Biography,6.8,Clint Eastwood,John Lloyd Young,40000000,67647013,Four Seasons Partnership,134
PG-13,Drama,6.8,Ivan Reitman,Kevin Costner,25000000,29824199,Summit Entertainment,110
PG-13,Comedy,5.8,Rob Reiner,Michael Douglas,18000000,25419147,ASIG Productions,94
R,Comedy,4.7,Michael Tiddes,Marlon Wayans,4000000,25358716,Baby Way Productions,86
R,Crime,6.1,Rupert Wyatt,Mark Wahlberg,25000000,39280992,Paramount Pictures,111
R,Drama,6.4,Daniel Barnz,Jennifer Aniston,7000000,2433850,Cinelou Films,102
PG-13,Action,5.1,Stuart Beattie,Aaron Eckhart,65000000,76801179,Hopscotch Features,92
PG,Adventure,6.4,James Bobin,Ricky Gervais,50000000,80383113,Walt Disney Pictures,107
PG-13,Biography,7.0,Edward Zwick,Tobey Maguire,19000000,5578519,Gail Katz Productions,115
PG-13,Action,3.1,Vic Armstrong,Nicolas Cage,16000000,27405896,Stoney Lake Entertainment,110
PG,Comedy,6.2,Miguel Arteta,Steve Carell,28000000,100654149,Walt Disney Pictures,81
PG-13,Comedy,7.2,Theodore Melfi,Bill Murray,13000000,54837234,Chernin Entertainment,102
PG-13,Action,4.2,Renny Harlin,Kellan Lutz,70000000,61279452,Summit Entertainment,99
PG-13,Drama,6.0,Trish Sie,Ryan Guzman,45000000,86165646,Summit Entertainment,112
PG,Drama,4.7,Harold Cronk,Shane Harper,2000000,64676349,Pure Flix Productions,113
PG-13,Drama,6.2,Akiva Goldsman,Colin Farrell,60000000,30800231,Village Roadshow Pictures,118
PG,Animation,6.8,Rob Minkoff,Ty Burrell,145000000,275698039,Bullwinkle Studios,92
R,Comedy,4.9,Ben Falcone,Melissa McCarthy,20000000,100375432,RatPac-Dune Entertainment,97
R,Comedy,6.4,Pascal Chaumeil,Pierce Brosnan,12000000,7257942,Wildgaze Films,96
R,Action,6.4,David Michôd,Guy Pearce,12000000,2510007,Porchlight Films,103
R,Drama,5.7,Ryan Gosling,Christina Hendricks,2000000,615500,Bold Films,95
PG-13,Comedy,6.5,Woody Allen,Colin Firth,16800000,51029361,Gravier Productions,97
PG-13,Horror,5.1,John Pogue,Jared Harris,200000,17835162,Exclusive Media Group,98
PG-13,Comedy,6.6,Andrew Fleming,Evan Rachel Wood,6000000,15071,WhiteFlame Productions,90
PG-13,Thriller,5.6,Sam Miller,Taraji P. Henson,13200000,54323210,Screen Gems,84
R,Drama,5.4,Susanne Bier,Bradley Cooper,30000000,5092129,2929 Productions,109
Not Rated,Drama,6.5,Peter Strickland,Sidse Babett Knudsen,1000000,185147,Rook Films,104
R,Comedy,6.7,Zach Braff,Zach Braff,6000000,5670776,Worldview Entertainment,106
PG-13,Biography,6.9,Tate Taylor,Chadwick Boseman,30000000,33448971,Imagine Entertainment,139
PG-13,Drama,6.9,Sarah Gavron,Carey Mulligan,14000000,31972096,Ruby Films,106
PG-13,Horror,4.5,Stiles White,Olivia Cooke,5000000,103687316,Universal Pictures,89
PG,Biography,5.8,Randall Wallace,Greg Kinnear,12000000,101982712,TriStar Pictures,99
R,Comedy,6.3,Noah Baumbach,Ben Stiller,10000000,18117839,IAC Films,97
PG-13,Comedy,5.8,Tim Story,Kevin Hart,24000000,70181428,LStar Capital,106
PG,Animation,6.0,Roberts Gannaway,Dane Cook,50000000,146965787,Disneytoon Studios,83
R,Comedy,6.4,Chris Rock,Chris Rock,12000000,26117471,IAC Films,102
R,Drama,7.1,Ramin Bahrani,Andrew Garfield,8000000,1828232,Broad Green Pictures,112
PG-13,Drama,6.6,Mike Binder,Kevin Costner,9000000,21833967,BlackWhite,121
R,Comedy,6.4,Lynn Shelton,Keira Knightley,5000000,2379154,Anonymous Content,99
R,Action,8.1,George Miller,Tom Hardy,150000000,375658750,Warner Bros.,120
PG-13,Action,7.3,Joss Whedon,Robert Downey Jr.,250000000,1402809540,Marvel Studios,141
R,Drama,6.5,Guillermo del Toro,Mia Wasikowska,55000000,74679822,Double Dare You (DDY),119
PG-13,Action,7.1,James Wan,Vin Diesel,190000000,1515341399,Universal Pictures,137
R,Crime,7.8,Quentin Tarantino,Samuel L. Jackson,44000000,156480177,Visiona Romantica,168
PG-13,Action,7.3,Peyton Reed,Paul Rudd,130000000,519311965,Gary Sanchez Productions,117
R,Drama,4.1,Sam Taylor-Johnson,Dakota Johnson,40000000,569651467,Focus Features,125
R,Action,7.6,Denis Villeneuve,Emily Blunt,30000000,84872444,Lionsgate,121
R,Drama,6.9,Robert Eggers,Anya Taylor-Joy,4000000,40423945,Parts and Labor,92
R,Biography,7.8,Adam McKay,Christian Bale,28000000,133440870,Paramount Pictures,130
PG-13,Action,7.0,Colin Trevorrow,Chris Pratt,150000000,1670516444,Universal Pictures,124
R,Action,8.0,Alejandro G. Iñárritu,Leonardo DiCaprio,135000000,532950503,New Regency Productions,156
PG-13,Adventure,8.0,Ridley Scott,Matt Damon,108000000,630162448,Twentieth Century Fox,144
R,Drama,8.1,Lenny Abrahamson,Brie Larson,13000000,35401758,Element Pictures,118
PG,Animation,8.1,Pete Docter,Amy Poehler,175000000,858848019,Pixar Animation Studios,95
R,Biography,8.1,Tom McCarthy,Mark Ruffalo,20000000,98690254,Participant,129
R,Action,6.1,Nima Nourizadeh,Jesse Eisenberg,28000000,27262374,PalmStar Media,96
PG-13,Action,7.3,Guy Ritchie,Henry Cavill,75000000,107045109,Warner Bros.,116
PG-13,Action,6.3,Alan Taylor,Arnold Schwarzenegger,155000000,440603537,Paramount Pictures,126
PG,Drama,6.9,Kenneth Branagh,Lily James,95000000,542358331,Allison Shearmur Productions,105
PG-13,Action,7.8,J.J. Abrams,Daisy Ridley,245000000,2069521700,Lucasfilm,138
PG-13,Action,6.8,Sam Mendes,Daniel Craig,245000000,880681519,B24,148
R,Biography,6.9,Brian Helgeland,Tom Hardy,30000000,42972994,Cross Creek Pictures,132
R,Action,6.8,Neill Blomkamp,Sharlto Copley,49000000,102811889,Columbia Pictures,120
R,Drama,4.9,Eli Roth,Keanu Reeves,2500000,5567103,Black Bear Pictures,99
PG-13,Action,6.9,Ron Howard,Chris Hemsworth,100000000,93920758,Warner Bros.,122
R,Comedy,6.1,Bryan Buckley,Melissa Rauch,3500000,615816,Duplass Brothers Productions,100
PG-13,Comedy,7.1,Nancy Meyers,Robert De Niro,35000000,194564672,Waverly Films,121
PG-13,Action,6.6,Francis Lawrence,Jennifer Lawrence,160000000,658344137,Lionsgate,137
PG-13,Action,7.1,Baltasar Kormákur,Jason Clarke,55000000,203427584,Working Title Films,121
R,Action,5.4,Michael Mann,Chris Hemsworth,70000000,19652057,Forward Pass,133
R,Action,7.0,Paul Feig,Melissa McCarthy,65000000,235666219,Twentieth Century Fox,120
PG-13,Action,4.2,Josh Trank,Miles Teller,120000000,167882881,Twentieth Century Fox,100
PG-13,Action,7.4,Christopher McQuarrie,Tom Cruise,150000000,682716636,Paramount Pictures,131
PG-13,Horror,6.2,M. Night Shyamalan,Olivia DeJonge,5000000,98450062,Blinding Edge Pictures,94
R,Adventure,6.1,John Francis Daley,Ed Helms,31000000,107228221,BenderSpink,99
PG-13,Drama,7.6,Ryan Coogler,Michael B. Jordan,35000000,173567581,Metro-Goldwyn-Mayer (MGM),133
PG-13,Drama,7.2,Lee Toland Krieger,Blake Lively,25000000,65663276,Lakeshore Entertainment,112
R,Biography,6.9,Scott Cooper,Johnny Depp,53000000,99775678,Cross Creek Pictures,123
R,Comedy,6.6,Glenn Ficarra,Will Smith,50100000,158762963,Kramer & Sigman Films,105
PG,Animation,6.6,Tim Johnson,Jim Parsons,135000000,386041607,DreamWorks Animation,94
PG-13,Action,5.3,Lana Wachowski,Channing Tatum,176000000,183887723,Warner Bros.,127
R,Biography,5.8,Marc Abraham,Tom Hiddleston,13000000,1767963,BRON Studios,123
PG,Animation,6.4,Kyle Balda,Sandra Bullock,74000000,1159444662,Illumination Entertainment,91
PG-13,Comedy,6.4,Elizabeth Banks,Anna Kendrick,29000000,287144079,Brownstone Productions (II),115
PG-13,Action,6.1,Brad Peyton,Dwayne Johnson,110000000,473990832,New Line Cinema,114
R,Comedy,6.2,Judd Apatow,Amy Schumer,35000000,140795793,Universal Pictures,125
PG,Action,6.4,Brad Bird,George Clooney,190000000,209035668,Walt Disney Pictures,130
PG-13,Drama,7.6,Steven Spielberg,Tom Hanks,40000000,165478348,Dreamworks Pictures,142
R,Biography,7.1,Tom Hooper,Eddie Redmayne,15000000,64191523,Working Title Films,119
PG-13,Action,6.2,Robert Schwentke,Shailene Woodley,110000000,297002527,Summit Entertainment,119
R,Biography,7.8,F. Gary Gray,O'Shea Jackson Jr.,28000000,201634991,Universal Pictures,147
R,Drama,7.2,Todd Haynes,Cate Blanchett,11800000,40272135,The Weinstein Company,118
R,Action,6.8,John Erick Dowdle,Lake Bell,16200000,54418872,Bold Films,103
R,Thriller,4.7,Rob Cohen,Jennifer Lopez,4000000,52425855,Universal Pictures,91
R,Action,7.4,Antoine Fuqua,Jake Gyllenhaal,30000000,91970827,Escape Artists,124
PG-13,Action,6.3,Wes Ball,Dylan O'Brien,61000000,312296056,Gotham Group,131
PG-13,Action,6.0,Breck Eisner,Vin Diesel,90000000,146936910,Summit Entertainment,106
R,Horror,7.0,Jeremy Saulnier,Anton Yelchin,5000000,3769214,Broad Green Pictures,95
R,Comedy,6.6,John Wells,Bradley Cooper,20000000,36606743,3 Arts Entertainment,101
PG,Animation,6.7,Peter Sohn,Jeffrey Wright,200000000,332207671,Pixar Animation Studios,93
R,Drama,7.0,Joel Edgerton,Jason Bateman,5000000,58980521,Blumhouse Productions,108
PG-13,Action,5.3,Ericson Core,Edgar Ramírez,105000000,133718711,Alcon Entertainment,114
R,Comedy,6.0,Etan Cohen,Will Ferrell,40000000,111711453,Gary Sanchez Productions,100
R,Action,5.7,Aleksander Bach,Rupert Friend,35000000,82347656,Twentieth Century Fox,96
R,Comedy,6.6,Doug Ellin,Adrian Grenier,30000000,49263404,Warner Bros.,104
R,Biography,7.2,Danny Boyle,Michael Fassbender,30000000,34441873,Universal Pictures,122
R,Action,6.3,Christopher Landon,Tye Sheridan,15000000,16137046,Paramount Pictures,93
R,Action,6.7,Ilya Naishuller,Sharlto Copley,2000000,16810562,Bazelevs Production,96
PG-13,Biography,6.6,David O. Russell,Jennifer Lawrence,60000000,101134059,Fox 2000 Pictures,124
PG-13,Biography,5.8,Jared Hess,Zach Galifianakis,25000000,29674699,Broadway Video,95
PG-13,Drama,7.5,John Crowley,Saoirse Ronan,11000000,62402155,Wildgaze Films,117
PG-13,Action,6.5,Tarsem Singh,Ryan Reynolds,26000000,31807156,Focus Features,117
R,Comedy,6.3,Seth MacFarlane,Mark Wahlberg,68000000,215863606,Universal Pictures,115
PG,Adventure,5.7,Joe Wright,Levi Miller,150000000,128388320,Warner Bros.,111
PG-13,Action,5.5,Chris Columbus,Adam Sandler,88000000,244874809,Columbia Pictures,105
R,Comedy,7.0,Jean-Marc Vallée,Jake Gyllenhaal,10000000,4366460,Black Label Media,101
R,Drama,6.6,Justin Kurzel,Michael Fassbender,15000000,16322067,See-Saw Films,113
PG-13,Comedy,6.2,Sean Anders,Will Ferrell,50000000,242786137,Paramount Pictures,96
R,Action,6.6,Jaume Collet-Serra,Liam Neeson,50000000,71561644,Warner Bros.,114
R,Action,6.4,Paco Cabezas,Anna Kendrick,8000000,607595,Amasia Entertainment,95
R,Comedy,5.6,Gregory Jacobs,Channing Tatum,14800000,117813057,Warner Bros.,115
PG-13,Comedy,6.5,Ari Sandel,Mae Whitman,8500000,43709744,CBS Films,101
R,Biography,7.5,Jay Roach,Bryan Cranston,15000000,11430025,Bleecker Street Films,124
PG,Animation,6.7,Genndy Tartakovsky,Adam Sandler,80000000,474800000,Columbia Pictures,89
PG-13,Drama,7.1,George Tillman Jr.,Scott Eastwood,34000000,62944815,Fox 2000 Pictures,123
PG-13,Drama,6.0,Paul McGuigan,Daniel Radcliffe,65000000,34227298,Davis Entertainment,110
PG-13,Horror,6.1,Leigh Whannell,Dermot Mulroney,10000000,112983889,Gramercy Pictures (I),97
PG,Adventure,6.3,Rob Letterman,Jack Black,58000000,158261424,Sony Pictures Animation,103
PG-13,Comedy,5.4,Cameron Crowe,Bradley Cooper,37000000,26250020,Columbia Pictures,105
Not Rated,Action,8.0,S.S. Rajamouli,Prabhas,18026148,24548038,Arka Mediaworks,159
R,Comedy,6.6,Jeremy Garelick,Kevin Hart,23000000,79799880,LStar Capital,101
R,Comedy,6.0,Jason Moore,Amy Poehler,30000000,105011053,Little Stranger,118
PG-13,Crime,6.3,Billy Ray,Chiwetel Ejiofor,19500000,34854990,IM Global,111
R,Comedy,6.6,Woody Allen,Joaquin Phoenix,11000000,27391084,Gravier Productions,95
R,Action,5.6,Simon West,Jason Statham,30000000,6738764,Lionsgate,92
PG-13,Adventure,6.2,Jake Schreier,Nat Wolff,12000000,85512300,Fox 2000 Pictures,109
PG-13,Biography,6.7,Nicholas Hytner,Maggie Smith,6000000,41387687,BBC Films,104
PG,Animation,6.0,Paul Tibbitt,Tom Kenny,74000000,325186032,Paramount Animation,92
R,Crime,6.5,Daniel Espinosa,Tom Hardy,50000000,12951093,Summit Entertainment,137
TV-MA,Drama,7.7,Cary Joji Fukunaga,Abraham Attah,6000000,90777,Red Crown Productions,137
PG-13,Comedy,7.7,Alfonso Gomez-Rejon,Thomas Mann,8000000,9074749,Fox Searchlight Pictures,105
PG-13,Biography,7.1,Peter Landesman,Will Smith,35000000,48623572,LStar Capital,123
R,Comedy,6.9,Marielle Heller,Bel Powley,2000000,1775133,Caviar,102
PG,Action,7.3,Robert Zemeckis,Joseph Gordon-Levitt,35000000,61181942,Sony Pictures Entertainment (SPE),123
R,Comedy,7.1,Sean Baker,Kitana Kiki Rodriguez,100000,828874,Duplass Brothers Productions,88
R,Adventure,6.4,Ken Kwapis,Robert Redford,8000000,37461274,Route One Entertainment,104
R,Horror,5.3,Ciarán Foy,James Ransone,10000000,53329150,Entertainment One,97
R,Animation,7.3,Duke Johnson,David Thewlis,8000000,5659286,Paramount Animation,90
R,Comedy,6.4,Anna Boden,Ben Mendelsohn,6000000,422746,Sycamore Pictures,108
PG-13,Biography,7.3,Simon Curtis,Helen Mirren,11000000,61619773,Origin Pictures,109
PG-13,Biography,7.4,Dexter Fletcher,Taron Egerton,23000000,46152800,Hurwitz Creative,106
R,Action,7.3,Gavin Hood,Helen Mirren,13000000,35259653,Raindog Films,102
